content,score
mntap,5
Ongkir grabfood kelewatan mahal nya,3
ok,5
sangat bagus tepat waktu,5
berguna sekali dalam berbagai hal,5
mantab,5
"Stress, eatimasi grabfood 75 menit, nungguin ampe 3 jam kagak ada driver, gabisa di cancel pula mending gofood shopeefood",1
baik dan tepat waktu,5
"Kenapaya akhir akhir ini lama banget ke dapurnya, kalau misalnya resto tutup atau tidak ada respon, ataupun belum dapat mengemudi tolong waktu untuk menunggunya itu di percepat jangan terlalu lama agar konsumen bisa pesan yang lain saja, kalau misalnya konsumen sudh kelaparan trus udh nunggu lama akhirnya tokonya ada Maslah l TDK ada pengemudi lah,gimna ini tolong diperbaiki minimal waktu untuk bisa cancel nya lebih dipercepat biar kami bisa pesan yg lain secepatnya",3
"Aplikasi grab ga bs dibuka, bolak2 diuninstal tetep ga bs dibuka hanya layar putih aja, apa emang grab lg trouble, pdhl mau grab makanan dr kmrn ga bs trus",1
maksimal,5
Alhamdulillah ok,5
sangat membantu kami,5
gercep,5
good,5
Estimasi pengantaran mundur terus kelamaan gabisa di batal,1
sangat membantu kami,5
"Apk gk jelas, yg bikin kenijakan oon yaa mending gojek lebih waras",1
Mantab,5
"Kalo ga ada driver, tolong status pesanan diupdate segera, jangan malah estimasi waktu ditambah terus, disuruh nunggu sampe 2 jam eh pesanan dibatalkan karna ga ada driver, kacau grab",2
mantaaaaf,5
mantapp,5
puas,5
baik,5
tidak jelas setidaknya kalau nggak bisa kirim langsung aja ke pembatalan udah nunggu 3 jam lebih nggak ada infomasi bisa kirim apa nggak,1
good,4
thank you,5
"Ada driver yg nakal, grabfood saya bayar pake ovo ga sampai dan di ambil gtu aja sama driver",1
aplikasinya bagus,5
"Harusnya tetep ada pembayaran tunai,,, jgn non tunai semua,, kasihan org yg pingin jajan tp harus non tunai",2
Ini kenapa dah saya ongkir untuk gofood saya berlanganan...saya beli jam 7 perkiraan sampai jam 7.50 tapi sampai jam 8 40 madih perkiraan sampai keren....cukup kecewa sama ini aplikasi,5
bagus,5
thank bang grab🛵,5
Bagus,5
its good,5
sangat baik pengantaran nyaman,5
sangat memuskan,5
"Burik , map-nya kurang lengkap ... Bikin susah penggunanya .",1
sangat membantu sekali,5
Tetap pengawasan yg ketat agar Driver berkualitas,5
apk nya ok👍👍🤑,5
Apl.babi tai,1
Okay,5
mantap,5
grab memang oke 👍,5
bagus sesuai titik,4
"mantapzzz ...semoga aja makin banyak grab² di setiap pelosok,karena sangat membantu sekali ...Trims",5
"masa giliran mau pake promo nya malah di lemotin trus keabisan, ibliiiis kalian",1
gajelas bgt titik nya selalu salah aku selalu ambil pesanan di rumah lain,1
good,4
pelayanan yang sangat ramah,5
sangat membantu,5
"bagus sekali, dan perbanyaki lebih banyak promo murah lainnya",5
semakin maju,5
mantab,5
terima kasih telah membantu,5
Ok,5
driver nya baik dan sopan dan ramah,5
baik,5
"Tambah lama bukan tambah baik malah lelet,masa pesen grab food dari jam 5 sore sampe jam 7 malam g nyambung2,tulisannya dipesankan dipesankan terus,kalau gitu Adain batalkan pesana kayak dulu aja,buat kecewa",1
bpk nya ramah,5
Good,5
Biar bintang berbicara,5
Mahal2 produknya,1
pelayanan terbukti,5
mantapppp,5
"tidak ada chat untuk ke rsetoran langsung, chat ke CS nya juga ga langsung ada keluhan di balas pakai chat robot",1
Sangat jelek Masa Apk ini Di hp saya Ngeleg Parah Padahl ram belum penuh. Kadang keluar sendiri..susah,1
ok,5
makasih ya paak,5
sangat baik,5
sangat membantu,5
mantul,5
"pengantarnya cepat,ramah,ok deh",4
mantap,5
ok semua,5
bagus,5
grab nambah seenaknya waktu tunggunya..,1
"Pesen grabfood lebih mahalan ongkir daripada harga makanannya, padahal jarak pengantaran kurang dari 1 km",1
bagus,5
"Tdi uangnya diminta lebih ke bapak nya, tpi sudah dikembalikan lagi terimkasih grab😊😊",5
good,5
jos banget,1
oke,5
Makin mahal njr,3
mantap,5
mantap sangat membantu,3
bermanfaat,5
ok,5
Alhamdulillah gak usah nunggu lama baru pesen nunggu bentar mobilnya sdh sampai👍,5
sangat membantu,5
tolong di edukasi driver2nya yg kasar bukan main kasi barang di lempar ke customer.. ini bukan yg pertama kali dpt driver kasar kalau terus driver ..,1
mantap,5
baik lenkap,5
sangat membantu masyarakat,5
baik,4
Gk bisa di buka,1
cepat,5
memuaskan Alhamdulillah,5
Mudah dan nyaman .,5
berguna banget sih ini aplikasi kalau kita pulang kerja malam kita bisa nih mesan transportasi di sini terimakasih grab,5
Pesen makanan sampai 3x ganti waktu estimasi...driver ga respon lagi...lambat,1
Selalu oke,5
Cinta,5
is the best,5
Sudah daftar malah ada bacaan tindakan tidak wajar mesan saja belum aneh bin ajaib aplikasi sangat susah untuk mencari driver saya coba pengguna gojek atau max,1
nice,5
keren memuaskan,5
Saya suka,5
"okay, good people polite",5
trimakasih,5
bagus lah,1
bagus,5
suka,5
ok bagus,5
"Alhamdulillah terimakasih atas bantuan'y grab,, barang yg hilang bs kembali karna bantuan'y",5
mantap josssss,4
banyakin promonya,3
baik,5
Bagus dan nyaman,5
Tas saya ketinggalan tolong di balikin saya telpon ko nomor yg tertera GK bisa tolong,2
klau bsa pengumdi jgn ngebut bhya bwa mobil atau mtor grab ma tolong kebersihan mobil ditingkatkan ya,5
JELEKKKKKKKK Bangetttty masa mau pesen makanan gabisa,1
👍,5
Transfortasi yang sangat membantu dalam perjalanan,5
Sangat bermanfaat aplikasi ini untuk memenuhi kebutuhan kita 👌,5
Pesan anter tepat waktu laper...,5
oke,5
buat food nya estimasi bisa 1 jam lama bgt nyesel pesen di grab gak kayak aplikasi lainnya,1
pelayanan ramah,5
sangat baik pelayanannya,5
"sekarang sudah banyak tambahan biaya biaya parkir biaya pemesanan aj 5500,-",4
baik. sangat membantu,5
Baik dan Ramah Supirnya....👍👍👍,5
mantap,5
bagus,5
sangat membantu,5
"Bagus, sangat berguna",5
Iklan grab dimana mana susah di skip bikin ganggu,1
nyaman dan cpat murah lg sukses slalu,5
lancar aman nyaman terimakasih driver juga ramah,5
enaaaknya pool..👍,5
Driver membahayakan,1
"pengiriman cepet banget, pelayanan jg cepat, plus yg paling rekomen ya karna dapet diskon",5
Apa coba ga bisa batalin grabfod mana nunggu nya ga sesuai di aplikasi,1
mantappp,5
Alhamdulillah,5
Resto yang menunya nggak ada kalo bisa mending mat11n aja aplikasinya daripada udah di tunngu tapi gak jadi,1
membantu perjalanan,5
ok,5
pelayanan baik dan ramah,5
terima kasih grab.,5
Keren sekali,4
oke,5
aman sampai tujuan 🙏,5
tepat waktu,5
mantap terimakasih,5
good,5
Solusi untuk bepergian,5
"aplikasi apaan ini jir, tahun baru gw urgent bngt gk ad yg mau nerima",2
good,5
"bjirr lah mau beli nasi kuning aja 15.000 belum ongkir nya, mending shopeefood.👎",1
nyaman bgt,5
"Tokonya kadang 2 jam baru cancel pesanan,lalu dibatalkan pihak grab SDH tdk mau layani pesanan,gimn ini ....tapi terlalu byk aturan",1
mantap,5
"Sering naik grab mobil tp semua sopirnya diem doang gamau bantuin masukin atau ngeluarin barang, nunggu sebentar ga sampek 10 menit marah marah",1
"Tetap waktu, pelanggan tidak menunggu lama",5
keren,5
Aplikasi gajelas saya pesan makanan saya udah bayar tapi makanan tidak sampai tapi di grab tertera makanan sampai Aplikasi penipu,1
Grab damn it's expensive in Bali,5
mantap,5
bagus,5
bagus memudahkan buat yang mau apa saja,5
baik,5
Good,5
Promonya kebanyakan ghoib,1
Allhamdulilah bagus juga,5
Ok,5
"cepat, mantul",5
okkee,5
pelayanan ok dan ramah drivernya,5
Parah sih beli voucher dine in gabisa dipake. uang gabalik,1
baik cara mengemudikan mobilnya,5
ok,5
bagus,5
sangat menarik,5
Pelayanan driver nya ramah dan sopan banget,5
Bisa gk sih dibatalkan pesanan nya masa nunggu 4 jam gk ngotak,1
pakai grab semua jadi mudah,5
"klo udah sejam lebih gk dapat driver tolong batalkan otomatis dari aplikasi, gila, ini order udh 2 jam lebih gk dpt driver gk bisa dibatalin",1
"1 jam nunggu driver delivery order food,",1
Akun sy di suspend kocak,1
sangat baik,5
"Kinerja buruk, sy menunggu hampir 3 jam dan pesanan sy blm sampai"" jelk banget taiiii",1
oke lah...,5
pelayanan buruk .. driver membawa kabur barang yang sudah di bayar DRIVER MALING,1
Sangat kecewa dengan aplikasi grab food. Pesan mie hingga 2 jam ta kunjung datang. PARAH,1
sangat membantu,5
"Ini pesanan saya dari jam 20.20 ampe skrng belum sampe,harus nunggu berapa jam kocakkk(kacauu ini grab)",1
"Kecewa banget saya,order pake grab malah uang saya di curi sma driver,posisi lgi kluar rumah,pesen makan,uang ditaruh dibawah karpet depan rumah,pas makanan sampe malah uangnya dibawa kabur,makanannya ga dianterin,diApk udh diAcc pdhal makanan masih di resto,tolong ditindak lanjuti driver² nakal kaya gitu",1
mep nya ga pas,4
Ditunggu makanan ngak datang malah sudah closing. Di komplain malah suruh contac resto sendiri,1
"Drivernya lama, tidak bisa dibatalkan lagi",1
"Mohon maaf saya beri bintang 2, karena pesanan grab food malam ini mengecewakan.. Yg bikin kecewa bukan resto atau driver nya. Tapi menurut saya aplikasinya. Ongkir mahal, masuknya pesanan lama.. Order jam 21.00 baru masuk jam 22 lebih. Jelas banyak driver nolak2. Atau mungkin saya yang gaptek ya. Setau saya, dulu tidak begini. Maaf sebelumnya 🙏",2
"Aplikasi gak guna malah pesanan Saya sudah 1 jam lebih gak datang dan tidak bisa dibatalkan. Kalau gak niat jangan buat aplikasi the application is useless, my food order has not been heard and cannot be cancelled, my money is lost. If you don't intend to make an application, don't make it",1
"1 jam stngh GK dpt"" Driver mau cancel TDK bisa .",1
"Pesan makanan dari jam 20.15 sampe jam 22.00 blm sampai"", emang si pakai pengiriman hemat tapi ga sampai 2jam juga co, perut gua laparr",3
bagus sekali,5
sangat membantu,5
"Saya pesen makan di grab estimasi nya berubah terus tambah lama tambah lama sampek 2 jam saya nunggu, aplikasi gajelas sialan",1
saran saya jangan pakai aplikasi ini pesan mkaanan sangat merugikan,1
gj sistem sistem verifikasi kagak guna,1
"APLIKASI RUSAK, ISINYA ORANG GA BISA IT SEMUA, YANG KERJA GAPTEK GA BISA URUSIN MASALAH KOSTUMER. SEMOGA BANGKRUT LU GRAB",1
sesuai psann trmksh pk,5
mantap,5
Harganya sangat mahal 👎👎👎,1
terbaik dan ekonomis,5
Aplikasi sialan pesan makan 3 jam nggak bisa cencel taii,1
nunggu 2jam dapet ampas nya doang,1
"hey ambagrab ini kok mahal skli ongkir dri pada makanannya, jangan asal letak yaahh",3
"Pakai grab mart, beli parcel buah dan anggur 1 pack, yg tiba cuma parcel buah nya, terus pihak Grab masa bodoh ngk ngk kasih kompensasi, jelek GRAB nyesal pakai, mending pakai Shoope, ud top up kena fee cas, klo mrka salah tutup mata, klo shoope ngk kena cas top up wallet nya, sampah grab",1
good,5
bugus,5
Pesen makan 2 jam ga dapet driver. Udh gt ga bs chat toko dan ga bs batalin pesenan. Jelek bgt aplikasi nya. Tolong d perbaiki,1
Bagus dan sangat membantu,5
"Pesan grabcar. Susah nya minta ampun, malah minta naik harga terus. Mending ga usah ada",1
"Kenapa aplikasinya tidak bisa dipakai pesan dengan metode uang tunai??. Sangat mengecewakan. saya pesan sate tapi lama sekali datangnya, katanya ""kami akan memberi tahumu saat sudah di dapur ya."" Padahal saya sudah menunggu beberapa menit tapi pesan masih tetap sama.",1
baru beberapa bulan kembali dari hibernasi 🗿,5
Ni aplikasi tololl banget dahhh mau cancel di persulit ga jelas bet nungguin sampe hampir 3 jam ga ada driver ga jelas banget cok,1
baik,5
Terlalu lama untuk pesanannya,1
Grabfood gabisa dicancel padahal udah 2 jam jadinya ga makan gara gara udah pada tutup mechantnya,1
"Iklan banyak,aplikasi berat. Hargapun naik,jadinya lebih mahal.",1
"Parah.. Padahal saya anggota grab premium, Barusan saya pesan makananan di kota jambi, saya tunggu 1 jam lebih, tapi kang Grabnya gak ada yg mau ngantar, sampai ganti 3 kali, dan akhirnya saya batalin dan cari makan keluar karna kelaparan gara2 apk Grab",1
Ramah,5
Layanan Ini sangat membantu dalam melakukan perjalanan.,5
Maksudnya apa anjg Lagi pesen gofood malah di tangguhkan akunnya Emang apk anjg,1
Lelet buka apknya,2
mantap,5
ya maksh,5
Aman,5
ok,5
makasih udah mau bantu kita di saat genting..,5
lebih baik dari KCIC,5
sangat bersahabat,5
Abang ya baik sabar hee trimaksih bang,5
Sangat Bermanfaat,5
ok,5
nyaman,5
mantap,5
👍,2
hepy,5
langganan dari dulu,5
Saat mau masuk ke akun ga bisa . Padahal padahal sudah masukkan email yg baru tapi saat verifikasi malah di kirim ke email lama yg tidak di pakai lagi.,2
mantap,5
Ol,5
pelayanan baik,5
"Tolong dipertegas untuk mitra grab carnya ,saya pesan dari grab car hemat ,plus ,sampai XL hampir 2 jam di cancel terus sama driver",1
jadi malas langganan pakek grab kawasan Banda Aceh kok gak ada paket hemat lagi jarak dekat aja 14000 masih mendingan naik Maxim 9000 cuman,2
Mau login ga bisa mau daftar juga ga bisa tolong di permudah jangan di persulit,1
sangat membantu,5
Pesan sampai 5 kali di batalkan terus oleh supir,1
Terima kasih,5
"Pilih maps nya aga susah banget , kudu Gede keciliin maps",1
👍,5
Alhamdulillah lancar senang pakai grab😊,5
👍,5
Ini driver kalau kalau kita pake promo biar murah malah gak ada yg mau nge-pick.. kalau pun ada sengaja di lama lamain.. hadeh,1
bagus,5
bagus,5
ramah supir y baik,5
pelayanan nya sangat memuaskan,5
"Order grab food, cari nasi padang biar cepat, malah drivernya masih ambil order orang lain, sengaja banget milih pengantaran lama, lelet, mending pindah aplikasi sebelah, makin hari makin buruk, gak lama lagi saya uninstall, tambahan : order belanjaan, leletnya minta ampun, dan setelah sejam order baru dikasi opsi cancel, wow, kalo perlu cepat gmn? Haha Keterlaluan",1
konsiten,5
pencarian driver terlalu lama dan terlalu banyak iklan,3
"pelayanan memuaskan, ramah",5
Mantap,5
"tolong bnget untuk ngerekrut drivernya pilih yang bner dikit, sya pesen mlah nganter penumpang orang lain dan jga bawa mtor shrusnya lihat kondisi penumpang masaa dipaksain lewat jalan sempit + nyalip mobil lgi, kaki saya kena tembok pinggir jalan pdahl sya sudah bilng tpi driver nya mlah nyengir ngga jelas 🙏",1
gabisa batalin pesenan sayang banget padahal dah nunggu dapur lama tapi gaboleh di batalin,1
Sumpah grab klo emang gak dpet driver harusnya bisa dibatalkan... Ada tulisan pusat bantuan tapi GK guna!!!!!,1
mantap,5
mksih,5
membantu perjalanan,5
mantap,5
tingkat kan lebih baik lagi,5
lebih mudah untuk kemana mana,5
baguss,5
sangat baik,5
baik,5
"Driver banyak yang pasif, aplikasi diaktifkan tapi orangnya lagi tiduran dirumah. Nunggunya drivernya kayak nunggu Pejabat datang acara. Lama banget...... 👎",1
ok,5
good driver,5
bgussssss,5
bagus,5
bagus,5
Sy komplain tdk ada jawaban sama sekali,1
Kenapa mau install apk grab kok susah sekali,4
sangat membantu perjalanan juga ramah..,5
jos,5
so far so good,5
mantap,5
pokonya the best,5
respon cepat,5
Mudah cepaat hemat,5
Mohon maaf banget kenapa estimasinya harus nunggu 30 menit - 60 menit loh untuk grabfoodnya!!! Harus diperbaiki lagi agar coustemer/pelanggan setia grab biar gak kecewa!!!,1
alhamdulillah lancar dan menyenangkan,5
"Kenapa ya sekarang aplikasi nya jadi lemot banget? Terutama pas lagi mesan transportasi, padahal memori banyak, cache dan junk sudah dihapus dan bukan hape yang bisa dibilang jadul, tetap saja makin lambat, ini buat ga nyaman banget terutama buat karyawan atau mahasiswa yang lagi buru buru takut telat. Saya berkali kali buka aplikasi kembali karena force close dan berulang kali melakukan hal yang sama, tetap saja lemot dan force close. Mohon diperbaiki, apa karena iklan video yang muncul",2
Ngk bisa dibatalin klo orderan lama dan belom sampai. Padahal nunggu 1 jam lebih... Dan saat nyari menu pembatalan malah ngk ada.. Sudah bikin aduan 3x gk ada respon perbaikan,1
promo ny bnyk tapi terlalu murah ongkir yg di dapat driver kasian driver,5
Eeeeddd,5
mobil y wangi nyaman,5
Ok mksh,5
saya kasih bintang 1 karna setiap saya mau pesan makanan menggunakan metode pembayaran tunai tidak bisa👎,1
mantap,1
sangat puas,5
ok,5
ok,5
biar bintang yg berbicara,5
baik,5
Good👍,5
baik,5
erorrrrr jelekkk,1
terbaik,5
pelayanan prima,4
good,4
bagus,5
"Pesanan terlalu lama, dan tidak bisa dibatalkan",1
sangat puas,5
oke,5
cepet banget pesen crab,5
Cepat dan baik,5
Seenaknya ngebatalin order tanpa konfirmasi,3
Gak jelas apk,1
good job,5
saya puas,5
puas,5
"datang tepat waktu, mengemudinya sabar, baik skali",5
DriverY enak,5
sangat baik,5
cepat pengiriman y,5
good,5
terimakasih kami puas.mas,5
baik sekali,5
baik,5
"Nyesel aku pake apk ini ga lagi "" Pake grep food pake apk inii",1
sangat mempermudah sekali,5
mantap,5
Nyaman selama perjalanan...ok,5
bagus,5
sangat membantu,4
mantap,5
e KTP yang berlaku dan r ssee rr seru red adalah rtf sse sdggggegggdeey,2
"Susah cari driver, pas temen gw cewek yang cari langsung dapat. Padahal kita baren... Aplikasi aneh",1
tutorial cara pesen grab dari daerah yg belum bisa menemukan pengemudi padahal di apk ada unit sekitar 4 menit di pesen tunggu dan di cariin selama 9 menit pengemudi tidak di temukan apakah bisa pesan grab walau dari daerah,4
Sangat bagus dan cepat pelayanannya,5
"Kecewa sekali sudah menunggu makanan 1 ½ jam hanya untuk dibatalkan begitu saya. Membuang waktu dan tenaga saya. Pelayanan tidak perlu tindak lanjut, mengapa pesanan saya di batalkan dan tidak mengganti drive saja.",1
jos,5
Bolak balik harus update. Kalau belum di-update gak bisa digunain aplikasinya. Adahal aplikasi lain kalau gak di update tetap bisa dipakai,3
puas,5
"gajelas ga ngelakuin hal yg aneh"" aja akun gw di tangguhkan, apa coba maksudnya padahal hp baru akun juga baru",1
👍👍,5
Tolol gw mau masukin alamat yujuan gak ada anj konyol,1
mantap lah,5
aplikasi yg sangat membantu,5
"tolong untuk drivernya jangan suka pilih pilih, masa sy pesan grab car untuk mengantarkan ke rumah sakit, tapi tidak ada satu pun driver yang mau karena letak rumahnya masuk gang kecil, tolong lah, apalagi sy gapunya mobil, seharusnya ini memudahkan semua org yg membutuhkan, jgn malah pilih pilih, apalagi keadaan yg sepertiini🙏",4
baik,5
mantap,5
ok,5
cukup sempurna,5
mantap,5
sangat membantu,4
puas,5
keren,5
Sangat buruk dan memalukan dapat limit paylater 100 ribu tidak pernah naik sedangkan transaksi pakak grab sering sekali hampir setiap hari tapi limit ovo paylater tidak naik naik sungguh mengecewakan jadi males memakain grab yang super duper mahal najis,1
oke,5
Poko mantap pakai grab,5
driver tepat waktu.. satset.. mantap,5
Knapa harus diupdate,5
Aplikasi ini menghabiskan kuota lebih banyak dari skroling tiktok luar biasa boros,3
terbantu sekali,5
mantap,5
very good driver fast thanks,5
sangat bagus,5
👍👍👍👍👍👍,5
Terbaik,5
baik sekali,5
mantap,5
baik,5
"alhamdulillah dapat driver ramah, terimakasih bapak driver",5
Sangat membantu,5
bagus Sopir nya sopan,5
"bagus pelayanannya, tepat waktu ok",5
terimakasih banyak,5
cukup membantu,5
good,5
Sampai bikin 2 laporan ga ada yg beres.. permslhan ga selesai jg.. Parah dah payah... Cari karyawan yg bs kerja...,1
"Gak ada diskon pada makanan, di menu megahedon pun kosong, gak ada diskonnya. Padahal di perangkat dan user Laen ada diskonnya.",1
sangat membantu di saat yg tepat 😁😁,4
membantu,5
sangat membantu🙏🏻,5
"Unitnya bagus-bagus, drivernya ramah",5
"pengemudinya pilih2, tarif murah lama Nerima nya",1
supirnya ramah,5
top,5
ok,5
percuma bayar ongkir lebih mahal tapi pengiriman tetap lama,1
Iklannya kelap kelip sangat mengganggu,4
sangat membantu,5
Untuk makananya enak dan .suka banyak diskon tapi. Saya mohon untuk pengantarannya di percepat karena lama banget sama suka salah tempat kadang kadang suka gak sesuai itu saja sekian terima kasih,5
"sangat nyaman dan murah meriah naik grab,akhir2 ini sering minta upgrade terus dan banyak bug",5
jangan lupa selalu beri diskon,5
baik,5
bagus,5
ok,5
good,5
good,5
"Saya suka menggunakan aplikasi ini, Tolong dong aplikasi nya jangan ngeleg trus masa saya harus bolak balik download nya",5
"Baru x ini aq nyoba,... Klu masih lelet aplikasinya aq tu2p...",5
Aplikasi eror terus,1
top,5
"Tolong dong Grab, beberapa kali pesen grab motor slalu ga bergerak dari titik awal. Di chat pun ga ada balasan dari driver. Mau ga mau batalin.lebih dari 10 menit nunggu. Perbaiki dong kualitasnya. Maps juga sulit buat di zoom😪",3
Di hp samsung J2pro Aplikasi sering forceclosed,2
ok,5
Baik sekali,5
baik,5
puas dengan grab,5
Makin hari makin payah.. masa akun valid udh dr jaman baheula dibilang akun mencurigakan. Lalu logout sendiri. Mana pesanan berjalan lagi. Trus gbfood sekarang parah. Gak bisa batalin. Costumer sering kecewa noh. Udah laper pesen makanan biar cepet santap. Eh resto nya tutup ga ada konfirmasi. Driver gedor pintu resto. Gua nunggu 2jam demi makanan. Mana ga bisa di cancel buat order lain lagi. Ih... Parah.,2
Aplikasi lemot,1
menyenangkan,5
ovo paylater tolong naikin dong kecil bgt limitnya 100 ribu,1
mas kurir ramah sekali,5
pengemudi nya ramah,5
ngak guna apk tolol,1
Makin lama makin busuk aplikasi,5
Bagus,5
"ok, memenuhi segala waktu",5
sangat membantu untuk keperluan sehari-hari.,5
"mantap, di jamin langganan kalau beli di sini, karna rasanya yang selalu ngangenin",5
baik sekali mksh,5
pengemudi ramah,5
sempurna,5
Sangat membantu dan memberi kemudahan dalam beraktifitas,5
"Tolong untuk admin, driver nya di ajari kalo scene Qris nya hilang dan cara mengatasinya terima kasih",3
"Apk nya makin ribet, mau log in ulang aja banyak banget ini itu nya, padahal lagi urgent²nya malah mblah mblehnya banyak bgt",1
good,5
Payah grab makin naik aja cicilan sr.tau narik lagi sepi ..mobil sigra 2022 perhari 170,1
"Apk sangat membantu untuk berpergian Cuman ada 1 hal yang sangat mengganggu saat dijalan, yaitu sangat bannyak sekali driver yg parkir sembarangan, itu sangat membuat jengkel. Tolong batasi driver ojol di kota kota besar. Terima kasih",3
Aplikasi terkutuk geabfood ga bisa di cancel sementara dapet driver nya aja lama semoga bangkrut,1
"operator harus lebih memilih pengantar yg terdekat,biar hemat waktunya",5
sangat ramah,5
thanks buat bapaknya,5
Lemot Banget aplikasi mu!!!! Bikin jengkel!!?????! Perbaiki debug mu!!!!!! Paraaah ngelike minta ampunn,1
pengemudi ramah dan sabar,4
"Sangat membantu, terima kasih",5
"Ini grab kenapa ya,saya gak pernah mengaitkan akun grab pake akun Facebook tapi pas tadi pas mau login harus verifikasi pake akun Facebook,pas coba verifikasi tertulis kalo akun Facebook yang kupunya bukan yang terkait sama akun grab,kalaupun terkait agak aneh sii,soalnya biasanya saya login pake akun google.Gak tau ini fitur baru atau bug,tapi tolong dipermudah seperti dulu",2
"Tolong hilangkan pembayaran qr karna tidak efektif untuk di gunakan dan selalu di salah gunakan sama oknum yg tidk bertabggung jawab , bikin rugi driver yg nyari uang dari pagi sampe larut malam uangnya di sedot gak jls sama orderan fiktif",1
kemana mana pake grab,5
🤩,5
👌,4
ada yang cepat ada yang lama,4
"sinyal kuat, tapi susah banget dapet driver nya",3
good job,5
bagus sich,5
memudahkan perjalanan,5
cepat dan ramah,5
enak deh ada aplikasi ini,5
"Rekomendasi byr lewat ovo biar cpt,stlah pake ovo ttp ga dpt driver stlah dpt malah d cancel2 sampe orderan saya d batalin...gmna sih???!",3
Terimakasih,5
baik,5
Bagus bangettt sangat cepat mengirim nya,5
ok,3
9u,5
mantap jiwa,5
gabisa pake pembayaran tunai,2
sangat baik dan tepat waktu,5
bagus,5
Mantaaap,5
sangat Baik,5
mntap,5
Promo megahodon 55% SLALU GABISA DIPAKE NGEBUG MULU GILA ANJIR,1
"Aplikasinya jadi berjalan lambat, buka halaman utama cukup makan waktu, apalagi ketika memesan driver bike sangat menguras waktu karena lambat sekali dan ini bukan masalah gadgetnya karena saya pakai high-end dengan chipset yg tercepat pun sama saja, tolong dibetulkan, iklan dan videonya sangat tidak penting, bikin lama~",3
sangat membantu untuk semua kebutuhan,5
lumayan cukup terjangkau,5
sangat membantu,5
sangat membantu untuk bepergian,5
okee,5
sangat ramah pelayannya bagus😃😄😄😄😀,5
dapat dipercaya,5
"mahal banget ih, masa grab bike 400m harganya 20k",1
sopan dan ramah.. terimakasih banyak,5
ok,5
seru,5
"memuaskan dan nyaman saat jalan""...",5
pengemudinya membantu,5
"Efek suara yg ga guna dan berisik ganggu bgt, ada iklan makin bikin ngebug,",1
"Terlalu mahal, tapi oke lah membantu",4
baik,5
sangat membantu perjalanan kami aman dan nyaman,5
Baik,5
ok,5
"Ngebug parah Hhhhh, bikin telat kerja",1
kren,5
Alah grabnya ramah tapi gak liat liat makanannya dulu kalo udah kadaluarsa udah beli 23 rupiah kadaluarsa tokonya juga gak jelas,3
baik menyenangkan,5
"kok selalu ada masalah metode pembayaran, ada apa ini, tolong di fix secepatnya, saya tidak bisa membeli makanan gara gara masalah ini",1
pelayanan bagus banget,5
App nya jadi berat banget sekarang,3
"di dalam aplikasi, Promo diskon yang ditawarkan dalam pilihan promo banyak yang tidak bisa digunakan, sy orang awam tidak paham sistem dari marketing grab. seandainya ada minimum order atau metode pembayaran. kenapa promo tersebut tertera (ditawarkan)",1
syukaaa,5
Sampah pakai pakai duit banyak kali iklan grab ini ngabisi waktu,1
Sering hang & restart aplikasi grabnya kalo abis pilih titik antar-jemput,1
parah makin lemot & berat.. nambahin iklan vdio d dalam aplikasi ... tolong lahh d perbaiki.. force xlose mlu ini aplikasi nya,1
"Grab sekarang ada iklan tiap mau pesen, jadi gaenak diliat",1
termakasih,5
fasilitas lengkap,5
"Terbantu adanya apk ini, tapi kadang ngelag",4
Payyaaahhhhh... Menit estimasi di aplikasi dengan menit aktul gak sesuai... Lamaa nunggu jadinya... Ku kurangin lah ni bintang. Sori. Udah gitu harganya mahal... Mahal lah kalau pelayanan begini...,3
Aplikasi kurang bagus Bolak balik sendiri,1
Anjir malah jadi rumit pakai Grab.. verifikasi foto ngangguk2 2JM kaga berhasil anjir2..,1
bagus dan bisa di tawar,5
mantap,5
Aplikasi tolol sering ganggu,1
Saya suka banget,5
Food nya menunggu lama,1
good,5
Aplikasi jelekkkk bangetttttt masa baru download udah ngelag ngelag dih jelekk,1
"Perlu ditambahkan komplain dan refund dana sih, soalnya pernah pesanan tiba tiba ganti dari drivernya, entah karena ketuker atau emang ganti pesenan aja",5
jadi berat gini ajg aplikasinya,1
"Ga niat ngasih promo, belum satu menit udah habis",2
Cepat dan tepat waktu kedatangan nya,5
bagus,5
- driver fast respon - sopan dan berjalan dg kecepatan standar,5
"Grab sekarang makin lemot,GX Kya dlu sekarang grab mo pesen lama trus tp GX bisa LG Kya gtu trus smpe dongkol tolong d perbaiki lah Jngn smpe ngecewain pengguna lain Server jaringan d benerin Status aplikasi udah d perbaharui tp masih Kya gtu heran",1
aman,5
bagus,5
Kenapa bayar tunai ga tersedia buat yang anter barang?,1
grab sangat membatu memudahkan perjalanan,5
"ketika aplikasi sebelah susah menemukan armada, grab solusinya",5
good,5
mantap berjalanan tepat waktu dn yaman.,5
"Aplikasi Grab nya jadi Bugs/Error, Tolong Segera di perbaiki",1
"Grab lagi kenapa yaa dari kemarin mau pesen grabcar/motor suka keluar""sendiri dari aplikasi, trs lemot bangettt.padahal biasanya aman aman aja☹️",3
Knp sekarang pake aplikasi grab lama banget loadingnya? Bahkan sampe keluar,5
Mantap,2
